text,year,period,genre,source,gpt_transitivity,gpt_causativity,gpt_subject_animacy,gpt_subject_role,gpt_pos,gpt_subject,gpt_verb,gpt_object
Jupiter. And Ianito was complimenting the astronomer on his good work! The group broke up now and the Dictator turned to the controls of his crystal sphere. Blaine,1931,1930-39,FIC,Copper-CladWorld,intransitive,anticausative,animate,agent,verb,the group,broke,up
"Frankland? As a stickler for convention. I'm not in the habit of breaking bread with my host on the eve of prosecuting him. Great heavens, what",1939,1930-39,TV/MOV,The Hound of the Bas...,intransitive,anticausative,animate,agent,verb,I,break,
"porch, removed his hat, knocked at the door, his smile all but breaking forth. A stranger opened the door. All his excitement reversed itself and became",1937,1930-39,FIC,EnemyGods,intransitive,anticausative,inanimate,patient,verb,his smile,breaking,
"just a little friendly chat. What? Now, you wait here until I break the news to the Colonel. - I hope he likes me. - How",1935,1930-39,TV/MOV,Annie Oakley,transitive,causative,animate,agent,verb,I,break,the news
", leaves turned first purplish-brown, then black; stems withered, so that they broke at the touch, oozing a pus-colored liquid; the potatoes, when dug,",1937,1930-39,MAG,Time,intransitive,anticausative,inanimate,patient,verb,they,broke,
"and turn the pages, and Toralinda to spill the samovar when Petrouchka appeared and broke her heart with his impassioned wooing.... Ivan never forgot to be",1930,1930-39,FIC,FifthSonShoemaker,transitive,causative,animate,agent,verb,Petrouchka,broke,her heart
say now it must have hit on one of those big blocks of concrete and broke it loose and they both went down together only the ship got there first.,1935,1930-39,FIC,Pylon,transitive,causative,inanimate,agent,verb,it,broke,it
"before I call Mr. Benteen and Mr. Wilkes. "" Under the words, Emmie broke her husband's hold and fled for the carriage, scrambling in with a flash",1936,1930-39,FIC,GoneWithWind,transitive,causative,animate,agent,verb,Emmie,broke,her husband's hold
"fast was this particular air skirmish. Nevertheless, the German formation was so' broken up, with Nazi fliers in many parts of the area, that it was",1940,1940-49,NEWS,NYT-Reg,intransitive,anticausative,inanimate,patient,verb,the German formation,broken up,
". The handwriting was unfamiliar and the postmark was Hudson, New York. She broke the seal and looked at the signature.' Jefferson Turner.' How strange",1944,1940-49,FIC,Dragonwyck,transitive,causative,animate,agent,verb,She,broke,the seal
"a London debut would be distinguished, and it had better come before the scandal broke. Here Beauty was in her element, working two rackets at the same time",1943,1940-49,FIC,WideIsGate,intransitive,anticausative,inanimate,patient,verb,the scandal,broke,
"the usual social circle were drawn around Mosby's stove, the lazy silence was broken by the familiar sounds of pistol shots and a series of more familiar shrieks and",1946,1940-49,FIC,SelectedStories,intransitive,anticausative,inanimate,patient,verb,the lazy silence,broken,
"and her hoped-for geese. At breakfast on the day the geese were due to break their shells Jess said, "" If I's thee, Eliza. I would",1945,1940-49,FIC,FriendlyPersuasion,intransitive,anticausative,inanimate,patient,verb,the geese,break,their shells
"between them, the first occasion on which the sense of strain between them was broken. It would take a long time for them to understand each other completely;",1943,1940-49,FIC,MrsParkinton,intransitive,anticausative,inanimate,patient,verb,the sense of strain between them,broken,
"upward, then horizontally in a fanwise direction, strongest to the southwest. It broke branches off the few trees near by. Death Believed Instantaneous The working party on",1942,1940-49,NEWS,NYT-Reg,intransitive,anticausative,inanimate,patient,verb,it,broke,
proposal stems from our daily work with children and parents where home life threatens to break down and youngsters begin to evidence signs of truancy and other forms of difficult behavior,1945,1940-49,NEWS,NYT-Let,intransitive,anticausative,inanimate,patient,verb,home life,break,
"fifth day, as she lay rigid on her bed, the cycle of anxiety broke; she fell into a sound sleep. When she awakened at noon the leaped",1943,1940-49,FIC,HumanComedy,intransitive,anticausative,inanimate,patient,verb,the cycle of anxiety,broke,
"the nitrogen-carbon ratio, it actually robs the soil of nitrogen in the process of breaking down carbon and cellulose into decaying organic material. This breaking-down process is virtually accomplished",1947,1940-49,NF/ACAD,MalabarFarm,intransitive,anticausative,inanimate,patient,verb,the nitrogen-carbon ratio,break,
and parted from his trousers. One seam of shirt with its pant-loops and brace-tabs broke like a crack across the middle of Mr. Timberlake. It was like a fatal,1947,1940-49,FIC,Harpers,intransitive,anticausative,inanimate,patient,verb,One seam of shirt with its pant-loops and brace-tabs,broke,
"a lump sum by Moscow. And whenever the Kremlin "" donated "" money to break up American unions, sums which ran into the hundreds of thousands, the Daily",1941,1940-49,MAG,SatEvePost,transitive,causative,inanimate,agent,verb,a lump sum by Moscow,break,American unions
"| "" So do I, "" she exclaimed. "" How gorgeous when you break through and come out on this side. Just look at the sunshine, and",1942,1940-49,FIC,AlongStreet,intransitive,anticausative,animate,agent,verb,you,break,
"the desk with the cash drawer in her hands. It was empty. She broke into quiet, interminable sobbing, whispering "" It's gone, "" over and",1941,1940-49,FIC,Harpers,intransitive,anticausative,animate,agent,verb,she,broke,
"think there is a precedent for this kind of thing... "" She broke off abruptly to look toward the hall and listen as the telephone rang. They",1943,1940-49,FIC,WalshGirls,intransitive,anticausative,animate,agent,verb,she,broke,off
"that with you? Oh, just a trapper. I'm using him to break trail. This is a hundred miles off your regular patrol. I think I",1943,1940-49,TV/MOV,Northern Pursuit,transitive,causative,animate,agent,verb,I,break,trail
"narrow by far, for safety. I shall not forget the great hubbub that broke out when the figures were declared, or the sight of De Valera collapsed,",1942,1940-49,MAG,Atlantic,intransitive,anticausative,inanimate,patient,verb,the great hubbub,broke,
"husband and I love working with him and a step like this would mean the breaking up of our career together. JACQUESOf course, the - the whole idea was",1949,1940-49,FIC,Mov:BarkleysBroadway,intransitive,anticausative,inanimate,patient,verb,the breaking up of our career together,break,
"bench? at a sharp turn. Here the horses ahead of us snorted and broke away into the brush. Jumping ahead to turn them back, we noticed how",1941,1940-49,NF/ACAD,Longhorns,intransitive,anticausative,animate,agent,verb,the horses ahead of us,broke,
"young and old, took part, the members of the tribe were free to break up and either return to the village or continue to hunt in small groups.",1942,1940-49,NF/ACAD,PrinciplesAnthropology,intransitive,anticausative,animate,agent,verb,the members of the tribe,break up,
"fit my shoes... You couldn't. Besides, one of my skis is broken. Oh. Well, I guess we'll have to stay here all night",1941,1940-49,TV/MOV,Sun Valley Serenade,intransitive,anticausative,inanimate,patient,verb,one of my skis,broken,
"the Germans put them back together again, and now they have once more been broken up. The Germans wrought terrible destruction in Estonia, many towns being almost destroyed",1944,1940-49,MAG,NewRepublic,intransitive,anticausative,inanimate,patient,verb,they,broken,
'll be waiting. If you're even thinking of standing me up I'll break your neck. 6580414,1943,1940-49,TV/MOV,I Escaped from the G...,transitive,causative,animate,agent,verb,I,break,your neck
"flank. The Italians were expected to resist at Harar. If the British could break that resistance, they could probably go on to Addis Ababa without taking Cheren.",1941,1940-49,MAG,Time,transitive,causative,animate,agent,verb,the British,break,that resistance
"content, (which is perhaps the most valuable element in mineral balance)? breaks down, the whole chain is broken and one by one the various links collapse",1947,1940-49,NF/ACAD,MalabarFarm,intransitive,anticausative,inanimate,patient,verb,content,breaks,
"all that day and the next, nor did they waken when voices and footsteps broke the silence of the camp. And when pitying fingers brushed the snow from their",1946,1940-49,FIC,SelectedStories,intransitive,anticausative,inanimate,patient,verb,voices and footsteps,broke,the silence of the camp
a warrant or frisk a guy for a gun without reasonable grounds. But we break rules. We have to. I didn't get around to some of the,1940,1940-49,FIC,FarewellMyLovely,transitive,causative,animate,agent,verb,we,break,rules
"He remembered how boys who were unwise enough to go swimming in its waters always broke out in a rash over their bodies, and fishermen said that the fish in",1941,1940-49,FIC,WhistleStop,intransitive,anticausative,animate,patient,verb,boys,broke,
""" a pretty stormy meeting "" in which some of the delegates were charged with breaking their promise, and again it was emphasized that nobody was to talk to reporters",1945,1940-49,NEWS,NYT-Reg,transitive,causative,animate,agent,verb,some of the delegates,breaking,their promise
"thousand fires. For a few moments they hung motionless above the treetops, then broke into long streaming tatters and dissolved. Depth after depth, the gray veil thinned",1945,1940-49,FIC,WhiteTower,intransitive,anticausative,inanimate,patient,verb,they,broke,
* where is the chuck wrench for that machine? * * * we are breaking a drill about every two inches * * * please send down the other bucket,1949,1940-49,NEWS,NYT-Reg,transitive,causative,animate,agent,verb,we,breaking,a drill
"sound of a child crying, a note of terror in the voice. They break quickly. Look toward the India shawl. Hunt glances at her questioningly. DR",1944,1940-49,FIC,Mov:ExperimentPerilous,intransitive,anticausative,animate,agent,verb,they,break,
", and if the strike threw him too far behind schedule, he might go broke again. Breslin said he wanted to question Rosoff because an aide of Redwood's",1946,1940-49,MAG,SatEvePost,intransitive,anticausative,inanimate,patient,verb,the strike,break,
. Only that you feel that the only way to deal with Edward is to break up his home. His home? When did he ever have a home?,1949,1940-49,TV/MOV,"Edward, My Son",transitive,causative,animate,agent,verb,you,break,his home
"Helen Mackay, physician to the Queen's Hospital for Children, London, has broken one of the toughest of British traditions, one of four hundred years' standing",1942,1940-49,NF/ACAD,StoryManHisFood,transitive,causative,animate,agent,verb,Helen Mackay,broken,"one of the toughest of British traditions, one of four hundred years' standing"
