text,year,period,genre,source,gpt_transitivity,gpt_causativity,gpt_subject_animacy,gpt_subject_role,gpt_pos,gpt_subject,gpt_verb,gpt_object
"and his radio telephone control of the defense fleet. And as ground defenses have improved, so have those of the air. In last year's maneuvers in Great",1934,1930-39,MAG,Harpers,intransitive,anticausative,inanimate,patient,verb,ground defenses,improved,
"means of which all dust is sucked from the offices into the basement. Greatly improved in particulars, this ultra-modern cleaning vacuum plant. in its essentials is like the",1932,1930-39,MAG,SatEvePost,intransitive,anticausative,inanimate,patient,verb,this ultra-modern cleaning vacuum plant,improved,
"the city had been unable to provide the funds in the regular city budget to improve the less important ones. "" Other outstanding accomplishments listed in the report include the",1935,1930-39,NEWS,NYT-Reg,transitive,causative,inanimate,agent,verb,the city,improve,the less important ones
", "" said Secretary Hull. "" to advance the cause of peace and to improve the welfare of our peoples, insofar as that is possible through international efforts.",1937,1930-39,NEWS,CSMonitor,intransitive,anticausative,animate,agent,verb,Secretary Hull,improve,
"recent years, shares this view. Funding of the excessive short-term indebtedness would itself improve the position, the bankers declare, but they point to two remaining fundamental difficulties",1931,1930-39,NEWS,CSMonitor,intransitive,anticausative,inanimate,patient,verb,Funding of the excessive short-term indebtedness,improve,the position
"have been invented and made mandatory, as have rear-view mirrors; headlights have been improved; four-wheel brakes have become universal. Both the roadway and the car have been",1935,1930-39,MAG,Harpers,intransitive,anticausative,inanimate,patient,verb,headlights,improved,
"a compromise that will prevent an abrupt shattering of the stabilization, program have substantially improved. Passage of a special resolution extending the life of the Commodity Credit Corporation for",1943,1940-49,MAG,Nation,intransitive,anticausative,inanimate,patient,verb,"a compromise that will prevent an abrupt shattering of the stabilization, program",improve,
"little more about him and perhaps about themselves. British-U.S. relations may even have been improved by the week's exchange. Said the New York Sun: "" A steady",1945,1940-49,MAG,Time,intransitive,anticausative,inanimate,patient,verb,British-U.S. relations,improved,the week's exchange
"impede any further United Nations progress from that point. Meanwhile, they have been improving their old positions at Lae and Salamaua, 175 miles up the coast toward the",1942,1940-49,NEWS,CSMonitor,transitive,causative,animate,agent,verb,they,improving,their old positions at Lae and Salamaua
-- I just want a job with a chance for advancement -- take lessons -- improve myself -- try and get better and better. What's wrong with my name,1949,1940-49,FIC,Play:RatRace,intransitive,anticausative,animate,agent,verb,I,improve,
"was owned by the state and by living on it and declaring the intention of improving it, a man could obtain title to a hundred and fifty hectares. """,1940,1940-49,FIC,WhomTheBellTolls,transitive,causative,animate,agent,verb,a man,improving,it
"was the real thing; that sight had come to that eye to stay and improve, but that they couldn't predict definitely about the other eye. Nine days",1942,1940-49,MAG,SatEvePost,intransitive,anticausative,inanimate,patient,verb,that sight,improve,
Wisconsin farm animals. That the rations of pigs and cows could and should be improved by experimental study was obvious. The idea that human conditions could be improved by,1942,1940-49,NF/ACAD,StoryManHisFood,intransitive,anticausative,inanimate,patient,verb,human conditions,improved,
"was repeated in the night, and the patient awoke in the morning feeling so improved that when the doctor called he was sitting up in bed. Another dramatic case",1941,1940-49,MAG,Harpers,intransitive,anticausative,animate,patient,verb,the patient,improved,
"that my health would allow it. "" # Just in case his health should improve before 1952, President Pern gave himself a careful out. "" I will remain",1949,1940-49,MAG,Time,intransitive,anticausative,inanimate,patient,verb,his health,improve,
"'s masterpieces and far too pretty to eat. How'd you set about to improve on an egg, Mrs. Birdwell? "" Eliza shook her head. "" Think",1945,1940-49,FIC,FriendlyPersuasion,intransitive,anticausative,animate,agent,verb,you,improve,
"'ve got him. How long did that take? 43 seconds, you're improving. Yeah, but not enough. Bob, if you'll just do it",1942,1940-49,TV/MOV,Ride 'Em Cowboy,intransitive,anticausative,animate,patient,verb,you,improving,
improvements in the clumsy machine of English law much as James Watt set himself to improve the rudimentary steam-engine. One of the oddest of his notions was a design for,1947,1940-49,NF/ACAD,EnglishThought,intransitive,anticausative,inanimate,agent,verb,James Watt,improve,
was so lovely in a lovely part the action had been called for and truly improved the play. Not one of our company failed to rejoice at the triumph and,1945,1940-49,FIC,Upstart,intransitive,anticausative,inanimate,patient,verb,the action,improved,
"of going to café? s dance halls every night, and you want to improve yourself. You want to study something about art literature and history, how people",1940,1940-49,TV/MOV,The Shop Around the ...,intransitive,anticausative,animate,agent,verb,you,improve,
"responsibility of parents. 5. Further cooperation of public and parochial educational authorities to improve intercultural, interracial and interfaith relations. 6. Additional assistance should be sought from",1944,1940-49,NEWS,NYT-Reg,intransitive,anticausative,inanimate,agent,verb,public and parochial educational authorities,improve,
telegraph and telephone fields have also felt the weight of Fly's hand. He improved the efficiency of U.S. telegraph service by fighting for the merger of Postal and Western,1944,1940-49,MAG,Time,transitive,causative,animate,agent,verb,He,improved,the efficiency of U.S. telegraph service
"adequate substitute. Civilization's principal contributions to a better way of life have been improved tools, weapons, and sanitation, the combating of infectious diseases and the greater",1942,1940-49,NF/ACAD,StoryManHisFood,intransitive,anticausative,inanimate,patient,verb,"tools, weapons, and sanitation",improve,
"tourist knows his rights and privileges only too we:: and thinks he can improve them. He. or more often she, sees no point in declaring little",1948,1940-49,MAG,GoodHouse,transitive,causative,animate,agent,verb,he or more often she,improve,them
learn when offered the opportunity. Others attended the schools because they were anxious to improve their skills. Similar results have been experienced in the case of other types of,1940,1940-49,NF/ACAD,CommunityRecreation,transitive,causative,animate,agent,verb,they,improve,their skills
"of the entire program, of an association that for seventy-seven years has sought to improve health, welfare and Mental hygiene throughout the state. "" Mr. Milbank said his",1949,1940-49,NEWS,NYT-Reg,transitive,causative,animate,agent,verb,an association,improve,"health, welfare and Mental hygiene"
"a fine staff of workers whose ability, enthusiasm, and loyalty could not be improved upon. The work of these parties, and of those of the other departments",1940,1940-49,NF/ACAD,RobertRidgeway,intransitive,anticausative,inanimate,patient,verb,"ability, enthusiasm, and loyalty",improved,
"air cavities, highly uniform in strength. # Airplane engine carburetors have been vastly improved since the old cork-float type, but they still tend to get clogged with ice",1940,1940-49,MAG,Time,intransitive,anticausative,inanimate,patient,verb,Airplane engine carburetors,improved,
"! organization, provision should be made for periodic, review of the charter to improve it as the area of agreement and faith among the nations of the world increases",1945,1940-49,NEWS,NYT-Reg,transitive,causative,inanimate,agent,verb,provision,improve,it
"interval that passed before he could set sail in completing the organisation, and in improving the discipline, of his army which he seems to have brought into the same",1943,1940-49,NF/ACAD,DecisiveBattles,intransitive,anticausative,animate,agent,verb,he,improving,
